FARASTRESSICURABDARE.ARFIUTILSAABORDATIPROCESULDERENTACARCUPROFESIONALISM.NULASATILUCRURILESADECURGA,0.9628844857215881,"(2, 61, 625, 411)"
SINE.,0.9160225987434387,"(2, 61, 625, 411)"
AUTOBOCARENT-A-CAR,0.9796769022941589,"(2, 61, 622, 412)"
MASINIDEBUNVENIT.MICROBUZE.MASINIMINI.SUV,0.9646340012550354,"(2, 61, 622, 412)"
DUBE.EXPERIENTEAUTOPLACUTESICONFORTABILE.,0.9886290431022644,"(2, 61, 622, 412)"
WWW.AUTOBOCA.RO,0.992440938949585,"(2, 61, 622, 412)"
"ORICANDAVETIDORITISANECONTACTATI,AGENTIAUTOBOCASUNTDISPONIBILILANUMARULDETELEFONO7335O8484SAULA",0.9304442405700684,"(2, 61, 622, 412)"
DEEMAILREZERVARI@AUTOBOCA.RO,0.9660031795501709,"(2, 61, 622, 412)"
VARECOMANDAMSAFACETIACESTLUCRUFARARETINERIABIAASTEPTAMSADISCUTAMCUVOI.ASAOSAAFLATIMAIMULTELUCN,0.9497740864753723,"(2, 61, 622, 412)"
SPRECUMDECURGEPROCESULDEINCHIRIERE.,0.9563834071159363,"(2, 61, 622, 412)"
CETREBUIESASTITIPENTRUAINCHIRIAONLINEMASINADORITA?,0.9640429615974426,"(2, 61, 622, 412)"
FARASTRESSICURABDARE.ARFIUTILSAABORDATIPROCESULDERENTACARCUPROFESIONALISM.NULASATILUCRURILESADECURG,0.9446138143539429,"(2, 61, 622, 412)"
SINE.,0.980118453502655,"(2, 61, 622, 412)"
B09BOK,0.9279921650886536,"(0, 62, 402, 381)"
APRIL2018,0.9487978219985962,"(419, 62, 637, 414)"
MARCH2018,0.9579691886901855,"(419, 62, 637, 414)"
FEBRUAR018,0.9651414752006531,"(419, 62, 637, 414)"
JANUARY2018,0.956701934337616,"(419, 62, 637, 414)"
DECEMBER2017,0.9702578783035278,"(419, 62, 637, 414)"
NOVEMBER2017,0.9746862649917603,"(419, 62, 637, 414)"
OCTOBER2017,0.9529877305030823,"(419, 62, 637, 414)"
SEPTEMBER2017,0.9650391340255737,"(419, 62, 637, 414)"
AUGUST2017,0.9546849727630615,"(419, 62, 637, 414)"
JULY2017,0.9875693917274475,"(419, 62, 637, 414)"
JUNE2017,0.9875237941741943,"(419, 62, 637, 414)"
B09BOK,0.9480693936347961,"(0, 74, 443, 388)"
B09BOK,0.9515460133552551,"(0, 70, 438, 387)"
B09BOK,0.9480493664741516,"(0, 70, 439, 388)"
B09BOK,0.9541725516319275,"(0, 70, 439, 389)"
CPFICTSAOPAFENCAZCRCONORMCONRACDE,0.649527370929718,"(3, 60, 637, 414)"
JANUARY2017,0.9151996970176697,"(3, 60, 637, 414)"
OSPTAE,0.5527053475379944,"(3, 60, 637, 414)"
AGERARCARESCUPACEINCIEDESPRESTAREAZBONIVOSU.ATIIRTARZIEZBORUL,0.6909719705581665,"(3, 60, 637, 414)"
DECEMBER2016,0.9785318374633789,"(3, 60, 637, 414)"
CONRICTACESTEAWPECTECAAGENTSAVINAINMOMENTULOPTIMPENTRUPREDAREAMASIN,0.8127702474594116,"(3, 60, 637, 414)"
NCTIRESPECTATIORACEIRTALRIRECAGERTDERENTACARTOATALUMEAAREUNPROGRAMDERESPECTAT,0.798522412776947,"(3, 60, 637, 414)"
NOVERNBEF2016,0.8829094767570496,"(3, 60, 637, 414)"
ESTECURATAAUETSGRLAACESTASPECT.FOARTEMUTEFRNEDERENTACARAUINDUSINCONTRACTULDE,0.8441867232322693,"(3, 60, 637, 414)"
REDAADEDICATACURATER,0.7190130352973938,"(3, 60, 637, 414)"
OCTOBER2016,0.9721786379814148,"(3, 60, 637, 414)"
GIJAINUAFICTUVRETISAAVETIPARTEDEACCDENTECONDUCETIPRUDENTSIINCERCATISANUVAANGAJATIINTR-UN,0.8587480783462524,"(3, 60, 637, 414)"
SEPTEMBER20,0.9540850520133972,"(3, 60, 637, 414)"
HARARGEU,0.643307089805603,"(3, 60, 637, 414)"
IGRARESCOWPMERTASAOAVETIACTIVATANUOSAVAOPREASCAGARANTIASISINTITIMAIMULTASIGURANTAIN,0.833143949508667,"(3, 60, 637, 414)"
AUGUST2016,0.9517268538475037,"(3, 60, 637, 414)"
UTEAAN,0.5901723504066467,"(3, 60, 637, 414)"
AASIGURATICAAVETTOATEDOCURNERTELEVALIDELAVOIDARSICHEIAAUTOTURISMULUI,0.8851039409637451,"(3, 60, 637, 414)"
JULY2016,0.9620513916015625,"(3, 60, 637, 414)"
JUNE2016,0.9893865585327148,"(3, 60, 637, 414)"
ONOUAAVENTURA!,0.9641939401626587,"(3, 60, 637, 414)"
MAY2016,0.9598313570022583,"(3, 60, 637, 414)"
MASINIDEBUNVENITPENTRUCALATORIIPLACUTEPRIN,0.9394314289093018,"(3, 60, 637, 414)"
APRIL2016,0.9025999903678894,"(3, 60, 637, 414)"
RORNANIA,0.9853469729423523,"(3, 60, 637, 414)"
MARCH2016,0.9784939885139465,"(3, 60, 637, 414)"
B285B0K,0.9249671697616577,"(80, 128, 486, 371)"
B285B0K,0.9307741522789001,"(80, 127, 485, 369)"
B285B0K,0.9527899026870728,"(83, 128, 484, 370)"
B285B0K,0.965612530708313,"(83, 129, 487, 370)"
B285B0K,0.9472395777702332,"(92, 128, 497, 371)"
B285B0K,0.9452030062675476,"(87, 127, 494, 371)"
